PID,SMILES,HOMO,LUMO,S1,T1,TADF-likeness
141693900,CC(C)c1ccc2c(sc3c(C(C)C)cccc32)c1-n1ccnc1-c1ccccc1,-5.568265722781501,-1.1390685781930001,3.864,3.0873,77.21878051757812
3055961,COc1ccc(-c2c(-c3ccc(CCCN(C)C)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,-4.6430786310815,-0.49034915860100003,3.5333,2.7342,76.42054748535156
156327551,c1ccc(-c2cc(N(c3ccc(-c4ccccc4)c4ccccc34)c3cccc4c3sc3ccccc34)ccc2-c2ccc3sc4ccccc4c3c2)cc1,-5.042269649765,-1.228866148858,3.257,2.4555,79.93795776367188
155079005,c1ccc(-c2cc(-c3ccc(-c4cccnc4)cc3)nc(-c3ccc(-c4ccc(-c5ccc6sc7ccccc7c6c5)c5c4oc4ccccc45)cc3)n2)cc1,-5.56200710422,-1.8501020695494999,3.3764,2.6424,77.3812255859375
122489937,c1ccc(-c2nc(-c3ccccc3-c3nc(-c4ccccc4)c4c(n3)sc3ccccc34)nc3sc4ccccc4c23)cc1,-5.911401288262,-1.763841978941,3.6659,2.7742,79.90138244628906
140593498,CC(C)c1cccc(C(C)C)c1-n1ccnc1-c1cccc(C(C)(C)c2cccc(-c3nccn3-c3ccccc3)c2)c1,-5.3783302551325,-0.731442030144,4.2734,3.1055,78.83739471435547
58004161,c1ccc2c(c1)cc(-c1ccc3oc4ccc5oc6ccc(-c7cc8ccccc8c8ccccc78)cc6c5c4c3c1)c1ccccc12,-5.5448639316385,-1.443291863052,3.6457,2.6621,77.47444915771484
68337036,Cc1ccc(-c2ccc3c(c2)C(C)(C)c2cc4c(cc2-3)C(C)(C)c2cc(-c3ccc(C)s3)cc(-c3ccccc3)c2-4)s1,-4.9456692328375,-1.479755119019,3.1289,2.2133,78.44987487792969
58319670,CCc1ccc(C(c2ccc(CC)cc2)c2ccc(C(c3ccc(CC)cc3)c3ccc(CC)cc3)cc2)cc1,-5.85044778575,-0.20544595712750002,4.9635,3.6546,79.09175109863281
102434488,COc1ccc(-c2c3ccccc3c(C(=O)c3ccccc3)c3[nH]c4ccccc4c23)cc1,-5.192476495240999,-1.8503741834000003,2.8718,2.0544,79.05819702148438
70809716,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(Nc3cccc4ccccc34)ccc2-c2ccc(Nc3cccc4ccccc34)cc21,-4.5989961873005,-1.075938164877,3.0912,2.3402,77.86871337890625
118885646,Cc1cc2cc3cc4cc5sc(-c6ccc7c(ccc8c9cc%10c(cc9n(C)c78)c7ccc8ccccc8c7n%10C)c6)cc5cc4cc3cc2s1,-4.655867982055,-2.0019415981285,2.3732,1.2502,75.38423919677734
161873646,CC1=CC(c2ccc(-c3ccccc3)cc2P(c2ccccc2)c2ccccc2)C(C)=C1C,-5.2009120246065,-0.724911297732,3.9224,2.7249,78.84435272216797
146669749,C1=CCC(c2cc(-c3ccccc3)nc(-n3c4cc5c(cc4c4cc6c(cc43)oc3cc4c(cc36)CC4)CC5)n2)C=C1,-5.1628160855365,-1.5371711414745,3.1155,2.4947,78.9208984375
141196731,c1ccc(-c2nc(-c3ccco3)c(-c3cccs3)nc2-c2cccc3ccccc23)cc1,-5.344043909969501,-1.6955414024655,3.2558,2.2438,76.89620971679688
9826694,COc1cc2c(cc1OC)CN(c1c(C)c(C)c3c(c1C)C(c1ccc(C(C)C)cc1)C(C)(C)O3)C2,-5.166897793294,-0.0029932523555,4.4863,3.5426,79.13126373291016
118503731,c1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5ccc6c(c5)sc5c7ccccc7ccc65)c5ccccc45)cc3)ccc2c1,-5.1342441312339995,-1.6675136758640001,3.1152,1.728,77.75350952148438
138573510,CC1(C)c2ccccc2-c2cc3c(cc21)Oc1ccc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)cc1O3,-5.067032010160499,-1.011719296159,3.5223,2.7494,79.03256225585938
68920900,N#Cc1cc(Cn2cc3nc(-c4cccc(F)c4F)nc-3cn2)ccc1-c1ccccc1,-6.2556253091445,-1.960852406703,3.8994,2.7474,76.38656616210938
162175924,Cc1ccnc(-c2cc(Cc3cc(-c4cc(C)ccn4)nc(-c4ccc5ccc6cccnc6c5n4)c3)ccn2)c1,-5.994123898814,-1.6427513154685,3.8204,2.6983,79.7208480834961
155257349,c1ccc(-c2ccc3ccc(-c4ccc5ccc6ccc7cc(-c8ccc9c(c8)cc(-c8ccc%10oc%11ccccc%11c%10c8)c8ccc%10ccc%11ccccc%11c%10c89)c8ccccc8c7c6c5c4)cc3c2)cc1,-5.3413227714645,-1.586423748415,3.2648,2.2882,78.58796691894531
132146208,c1ccc2c(c1)sc1c(-c3ccc(-c4ccnc(-c5cc(-c6ccc(-c7cccc8c7sc7ccccc78)cc6)ccn5)c4)cc3)cccc12,-5.7342551715865,-1.5543143140559998,3.7606,2.9118,79.62114715576172
58511091,Cc1cc(C)c(-c2ccc3c(c2)c2c(-c4cccc(-c5cccc6c5c5cc(-c7c(C)cc(C)cc7C)ccc5n6-c5ccc6sc7ccccc7c6c5)c4)cccc2n3-c2ccc3oc4ccccc4c3c2)c(C)c1,-5.1894832428855,-1.2294103765589999,3.4571,2.947,78.60397338867188
54294686,Cc1ccccc1OPOc1ccc2ccccc2c1Cc1c(OPOc2ccccc2C)ccc2ccccc12,-5.55656482721,-0.9929434404745001,4.018,2.665,79.62255859375
156419346,c1cncc(-c2c3ccccc3c(-c3ccc4c(c3)sc3ccc(-c5c6ccccc6c(-c6cccnc6)c6ccccc56)cc34)c3ccccc23)c1,-5.2907095952715,-1.8169041797885,3.1294,1.7307,77.36418914794922
90360249,c1ccc(-c2nc3ccccc3nc2-c2ccc(-c3ccc(-c4nc5ccccc5n4C4C5CC54)cc3)cc2)cc1,-5.582687756858,-1.9722811884240001,3.2608,2.5677,77.74467468261719
123889626,CC=CC=C(C)c1ccc(-c2ccc(Cc3ccc(C(C=CCc4ccccc4)=CC)c(C)c3)cc2C)cc1,-5.267579917979,-1.078115075681,3.9696,2.2656,79.52774810791016
20646212,C(=C/c1ccc(Cc2ccccc2)cc1)\c1ccc(Cc2ccccc2)cc1,-5.342683340717,-1.3173031502705002,3.81,2.2511,75.20744323730469
153281358,C(=CP(Cc1ccccc1)c1ccccc1)P(C=CP(Cc1ccccc1)c1ccccc1)c1ccccc1,-5.5105775864755,-1.1115850792925,3.5573,3.1438,75.71385955810547
146600272,c1cc(-c2cnc3sc4c(-c5cccc(-c6cccc7c6oc6ccccc67)c5)cccc4c3n2)cc(-c2cccc3c2sc2ccccc23)c1,-5.740513790148,-1.8005773487585002,3.5037,2.8625,75.26570129394531
122427433,c1ccc2cc(-c3c4ccccc4c(-c4ccc5c(c4)sc4ccc6sc7ccccc7c6c45)c4ccccc34)ccc2c1,-5.171795842603,-1.6873779869505001,3.1312,1.7325,77.81961059570312
129176449,c1ccc2cc(-c3c4ccccc4c(-c4cccc5oc6cc7ccccc7cc6c45)c4ccccc34)ccc2c1,-5.1992793415035,-1.7020721348774999,3.2798,1.7345,78.77465057373047
144542332,c1ccc(-c2ccc(-c3cccc(-c4cccc(-c5cccc6c5sc5ccccc56)c4)c3)cc2)cc1,-5.6945265494135,-1.099884183721,4.0335,2.9856,79.25347137451172
122679603,c1cc(-c2cc(-c3ccncc3)cc(-c3ccncc3)c2)cc(-c2cccc3c2sc2c(-c4cccc5c4sc4ccccc45)cccc23)c1,-5.701329395676001,-1.483564712926,3.8755,2.9941,78.34640502929688
139685193,N#Cc1ccc(Cn2nc(-c3c(-c4ccccc4)nn4ccccc34)ccc2=O)cc1,-5.682281426141,-1.8911912609750001,3.2835,2.3454,77.66317749023438
156327528,c1ccc(-c2cc(-c3ccc4sc5ccccc5c4c3)cc(N(c3ccc(-c4ccc5ccccc5c4)cc3)c3cccc4c3oc3ccccc34)c2)cc1,-5.003629482994,-1.1752597203095,3.3785,2.545,75.96062469482422
140593479,CC(C)c1cccc(C(C)C)c1-n1ccnc1-c1cccc([Si](c2ccccc2)(c2ccccc2)c2cccc(-c3ccccn3)c2)c1,-5.5296255560105,-1.0751218233255002,4.1206,3.0474,77.70287322998047
71075849,CNc1ccc(NC)c(-c2ccc(-c3nc(-c4ccccc4)cc(-c4ccccc4)n3)cc2)c1,-4.425115436831,-1.6242475736345001,2.491,2.3749,79.58383178710938
144724824,CC(C)(C)c1cccc2nc(-c3ccccc3)n3ccnc3c12,-5.842556484085501,-1.4729522727564999,3.7028,2.8721,76.93653869628906
72239807,CC1(C)c2cc(C=Cc3ccc(-c4ccc5c(c4)-c4ccccc4[Si]54Cc5ccccc5C4)cc3)ccc2-c2ccc(C=Cc3ccc(-c4ccc5c(c4)-c4ccccc4[Si]54Cc5ccccc5C4)cc3)cc21,-5.102678924576,-1.8364963770245,2.9087,1.9655,76.5181884765625
130258575,c1ccc2cc3c(cc2c1)c1c2c(cc4c5ccccc5n3c41)c1ccccc1n2-c1nc(-n2c3ccccc3c3c4ccccc4ccc32)c2sc3ccccc3c2n1,-5.114651933998,-1.9788119208360002,2.6557,2.3529,78.53466033935547
118346468,c1ccc(-c2ccc(-c3cccc(-c4cccc5c4sc4c(-c6cccc(-c7ccc8c9ccccc9c9ccccc9c8c7)c6)cccc45)c3)cc2)cc1,-5.5938444247285,-1.2117229762765,3.8735,2.7606,77.5213394165039
130381922,c1ccc2c(c1)oc1c2cc2c3c1ccc1cc4c5ccccc5sc4c(c13)n2-c1ccc(-c2ccc3sc4ccccc4c3c2)cc1,-5.024310135632,-1.4239717796665001,3.1451,2.2811,78.60702514648438
92856738,CN(C)c1ccc([C@H]2N[C@@H](c3ccccc3)c3c(ccc4ccccc34)O2)cc1,-5.053698431486,-0.840287570344,3.8423,2.7185,79.41481018066406
158952367,c1ccc(N(c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-3)c2cc3oc4ccccc4c3c3sc4ccccc4c23)cc1,-4.984037285758,-1.20274321921,3.2236,2.6975,76.7157211303711
155350468,Cc1ccccc1-c1c2cc3c4cccc5c(-c6cccc7c6sc6ccccc67)ccc(c54)c3c3c4ccccc4c(c4c5ccc6c7ccc8c9c(ccc(c%10ccc(c14)c5c%106)c97)-c1ccccc1-8)c23,-4.9595470392130006,-2.6082112570425,2.1382,1.2423,78.77528381347656
76327201,CC(C)c1nc(Nc2ccccc2)c2cnn(-c3ccccc3)c2n1,-5.7293571222774995,-1.2628803801705,3.98,3.0141,76.22794342041016
155649935,c1ccc(-n2c3ccccc3c3ccc(Oc4ccc5sc6oc7cccnc7c6c5c4)cc32)nc1,-5.48037294907,-0.9847800249595,3.9617,3.092,78.57682800292969
72240008,CC=Cc1ccc2c(c1)C1(CCCC1)c1cc(-c3ccc4c(c3)C3(CCCC3)c3cc(C=Cc5ccc(-c6ccc7c(c6)c6ccccc6n7-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5)ccc3-4)ccc1-2,-4.9813161472530005,-1.4680542234475,3.08,2.2517,78.33909606933594
156131667,C=CC=CC(=CC)c1cccc(-c2cc(-c3cccc4ccccc34)cc3c2sc2ccc(-c4ccc5c(c4)c4ccccc4n5-c4cc5cccc6ccc7cc8c(c4c7c65)-c4ccccc4C8(C)C)cc23)c1,-5.0931549398085005,-1.8884701224700002,2.8119,1.8438,78.57237243652344
118410584,CSc1c2cccc3c4cccc5cc6cccc7c8cccc1c8c(c23)c(c54)c67,-4.4754564991735,-2.6582802055345,1.7635,0.3159,77.10508728027344
144896098,c1ccc(-c2c3c(c(-c4ccc(P(c5cccnc5)c5cccnc5)cc4)c4ccccc24)-c2cccc4cccc-3c24)cc1,-5.312750817162,-1.640846518515,3.2619,2.2468,78.03825378417969
58099251,[C-]#[N+]c1ccc(N(c2c(F)ccc(-c3ccccc3)c2F)c2ccc3ccc4c(N(c5ccc(C#N)cc5)c5c(F)ccc(-c6ccccc6)c5F)ccc5ccc2c3c54)cc1,-5.483638315276,-2.0607181898365003,2.9841,1.9931,76.3677749633789
141369395,C1=C(c2ccccc2)c2ccccc2N(c2ccccc2)N1,-5.212068692477,-0.8993362759025001,3.6062,2.6666,75.49507141113281
117891833,CC(C)(C)c1ccc2c(c1)C(C)(C)c1c(-c3ccc(N(c4ccc5ccccc5c4)c4cccc5ccccc45)c4c3C(C)(C)c3cc(C(C)(C)C)ccc3-4)ccc(N(c3ccc4ccccc4c3)c3cccc4ccccc34)c1-2,-4.8659398746410005,-1.140701261296,3.2284,2.3664,93.87166595458984
58232504,Cc1cc(N(c2ccccc2)c2ccc(C(C)C)cc2)cc2c1-c1ccc3c(c1C2(C)C)C(C)(C)c1cc(N(c2ccccc2)c2ccc(C(C)C)cc2)cc(C)c1-3,-4.523620650712,-1.03947490891,3.056,2.3535,92.6571044921875
156270044,c1ccc(-c2cccc(-c3cccc(N(c4ccccc4-c4cccc(-c5cccc6ccccc56)c4)c4cccc5c4-c4ccccc4C5(c4ccccc4)c4ccccc4)c3)c2)cc1,-5.1002298999215006,-0.9733512432385001,3.5824,2.6473,92.7183837890625
155416146,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c4ccc(C=C5c6ccccc6C(=O)c6ccccc65)c5cccc(c6cccc2c63)c54)cc1,-4.756005879039,-2.320586917064,2.1251,1.3269,93.53726196289062
138581992,C1=CC2=C(CC1)c1ccccc1C21c2ccccc2-c2c1ccc1c2Oc2cc(N(c3ccccc3)c3ccccc3-c3ccc(-c4ccccc4)cc3)ccc2O1,-4.819680520056,-1.0751218233255002,3.2803,2.0099,91.29362487792967
129201359,CC(C)(C)c1ccc(-c2cc(-c3ccc(-c4nc5ccccc5c5ccccc45)cc3)cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c2)cc1,-5.7712626552545006,-1.8239791399015002,3.501,2.6542,91.25433349609376
142356356,c1ccc(-c2ccc(-c3nc(-c4ccccc4)cc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4ccccc4-5)n3)cc2)cc1,-5.6836419953935,-1.7129566888975003,3.5067,2.677,91.48033905029295
118134218,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4cccc5c4Oc4ccccc4O5)cc3)c3cccc4ccccc34)cc21,-4.833830440282,-1.1676405324955,3.0819,2.4762,92.77369689941406
140947280,c1ccc(-c2ccc(-c3nc(-c4ccccc4)nc(-c4cccc(-c5cccc6c5Oc5ccccc5C65c6ccccc6-c6ccccc65)c4)n3)cc2)cc1,-5.6439133732205,-1.850918411101,3.4217,2.8277,91.67527770996094
144605702,Cc1c(-c2ccc(-n3c4c(c5c6ccccc6c6ccccc6c53)CCc3ccccc3-4)cc2)cc(Cc2ccccc2)c2ccccc12,-4.874647517857,-1.28437737436,3.1831,2.5086,93.39305877685548
121306325,C1=CC2C(C=C1c1ccc(-c3nc(-c4ccccc4)cc(-c4ccccc4)n3)cc1)c1ccccc1N2c1cccc(-c2cccc3c2c2ccccc2n3-c2ccccc2)c1,-4.9581864699605,-1.626152370588,2.951,2.2716,92.74510192871094
148353342,c1ccc(-c2nc(-c3ccccc3)c3cc(-n4c5cccc6c5c5c7c(cccc7ccc54)-c4ccccc4-6)c4ccccc4c3n2)cc1,-4.9745133009905,-2.0019415981285,2.5449,2.3844,91.7541732788086
144640522,Cc1ccccc1-c1cccc(-c2cccc(-c3cccc4c3c3ccccc3n4-c3ccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)cc3)c2)c1C,-5.2150619448325,-1.7281950645255,3.1464,1.7338,91.2699203491211
58078231,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(N(c6ccccc6)c6ccnc7ccccc67)ccc6ccc3c4c65)c3ccccc23)cc1,-5.037915828157,-1.7880601116355002,2.8703,1.9734,91.56437683105467
137416235,N#Cc1ccc(N(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c2ccc3c(c2)c2cc(N(c4ccc(C#N)cc4)c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc4c2n3-c2ccccc2C42c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,-4.8659398746410005,-1.5921381392755,2.8407,2.1104,90.59626007080078
89068001,Cc1ccccc1N(c1ccccc1)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)cc2)cc1,-4.5998125288519995,-1.3099560763070002,2.9263,2.005,92.51769256591795
158684649,N#Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4ccccc4)cc3)n2)ccc1-n1c2ccccc2c2ccc3c(c4ccccc4n3-c3ccc4ccccc4c3)c21,-5.1274412849715,-2.2294287771465,2.4709,2.4227,93.76272583007812
121402289,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(-c4cccc5ccc(-c6ccc(-c7cnc8ccccc8c7)cc6)cc45)cc3)n2)cc1,-5.5298976698610005,-1.705609614934,3.4549,2.4671,91.5670928955078
156686461,c1ccc(N2c3ccccc3B3c4cc5c(cc4Oc4cccc2c43)N(c2ccccc2)c2cc3c4c6c2B5c2ccccc2N6c2ccccc2B4c2ccccc2O3)cc1,-4.986758424263,-1.559756591066,2.9516,2.6144,92.6783447265625
155335195,CC12C=CC=CC1c1ccccc1N2c1ccc2c3ccccc3n(-c3ccc(-c4ccc(-n5c6ccccc6c6ccc(-n7c8ccccc8c8ccccc87)cc65)cc4)cc3)c2c1,-4.8716542655015,-1.321929085729,3.186,2.4848,90.05875396728516
59499990,Cc1cc(C)c(-c2ccc3c(c2)c2ccccc2n3-c2ccc(-n3nc(-c4ccccc4)cc3-c3ccccc3)cc2)c(C)c1,-5.339962202212,-1.1371637812395001,3.6883,3.036,91.49716186523438
140922235,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4cc(-c5cccc(C#N)c5)cc(-c5nc(-c6ccccc6)nc(-c6ccc(-c7ccccc7)cc6)n5)c4)c3cc21,-5.212068692477,-2.164393566877,2.6082,2.5122,91.58625793457033
121459348,Cc1ccc(N(c2ccccc2)c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)cc1,-4.695324490377501,-1.9652062283110001,2.4152,2.3219,93.9022445678711
89053811,C=Cc1ccc(N(c2ccc(-c3cccc(-c4cccc(C)c4)c3)cc2)c2cccc3c2CCC=C3)cc1,-4.900226219804,-0.9491331105440001,3.4784,2.5574,90.4421844482422
158487685,Cc1ccc(N(c2ccccc2)c2c3ccccc3cc3c2c2cccc4c5c(N(c6ccc(C)cc6)c6ccc(C)cc6)c6ccccc6cc5n3c24)cc1,-4.8161430399995,-1.6084649703055,2.6777,2.1807,92.55856323242188
161032695,CC(C)(C)c1cccc(N2CN(c3cccc(Oc4ccc5c6ccccc6n(-c6cc(C(C)(C)C)ccn6)c5c4)c3)c3ccc(C(C)(C)c4ccccc4)cc32)c1,-4.473007474519,-0.8215117146595,3.3961,2.958,91.8623046875
121475656,c1ccc2c(c1)c1cc(-n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)ccc1c1ccc(-n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc21,-5.229211865058501,-1.745338237107,3.1264,2.7208,93.92640686035156
145370309,c1ccc(-c2cc3c(c4c5ccccc5n(-c5ccccc5)c24)-c2ccccc2C3(c2ccccc2)c2ccccc2)cc1,-5.1443123437025,-1.1856000466285,3.4666,2.5924,90.0661392211914
139575804,Cc1c(-n2c3ccccc3c3c2ccc2c4ccccc4n(-c4ccccc4)c23)cc(-n2c3ccccc3c3c2ccc2c4ccccc4n(-c4ccccc4)c23)c(C#N)c1-c1cncc2cnccc12,-5.160911288583,-1.9728254161249998,2.6666,2.5969,91.11949157714844
155273472,C=CC=c1c(=CC)c2ccccc2n1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccc4ccccc4c3)c3cccc4ccccc34)ccc1-2,-4.529062927722,-1.2454650937385,2.9303,1.6149,90.46026611328124
146648994,c1ccc(-c2nc(-c3ccc(-c4cccc5cccnc45)cc3)nc(-c3ccc(-c4cccc5c4-c4ccccc4C54c5ccccc5-c5ccccc54)c4ccccc34)n2)cc1,-5.629491339144001,-1.8860210978154999,3.3855,2.4425,90.48527526855467
59573298,Cc1ccc(N2c3ccccc3CCCc3ccccc32)c(-c2ccccc2)c1,-4.8441707666010005,-0.63674641017,3.5239,3.107,90.84606170654295
90223491,c1ccc(-n2ccc3c4ccc5c(c4ccc32)c2ccccc2n5-c2ccc(-c3ccccn3)nc2)cc1,-5.0441744467185,-1.5170347165375,3.0946,2.5433,91.35372924804688
145180233,c1ccc2c(c1)cc(-c1ccc(-c3c4ccccc4n4c3cnc3ccccc34)cc1)c1ccccc12,-5.177238119613,-1.764386206642,2.9956,2.0173,92.8291473388672
155651119,CC(C)c1cc(C(C)C)c(-c2ccc3c(c2)N(c2cc(Oc4ccc5c6ccccc6n(-c6cc(C(C)(C)C)ccn6)c5c4)cc(C(C)(C)C)c2)CN3c2cc(-c3ccccc3)cc(C(C)(C)C)c2)c(C(C)C)c1,-4.5853904947755,-0.8487230997095,3.4136,2.9665,90.74979400634766
58260668,CC1(C)c2ccc3cccc4c3c2-c2c1c(N(c1ccccc1)c1ccccc1)c1ccccc1c2C4(C)C,-5.004990052246501,-1.398120963869,3.0835,2.1812,92.71883392333984
126629861,CC1(C)c2ccccc2-c2ccc(N(c3ccc4c(c3)Oc3ccccc3O4)c3ccc4c(c3)oc3cccc5cccc4c53)cc21,-4.7366857956535,-1.2247844411005,3.0911,2.2074,92.0388641357422
57739062,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Oc1cc(-n3c4ccccc4c4ccccc43)ccc1O2,-5.2869000013645,-0.9227380670455001,3.7571,3.0138,91.1957778930664
155249621,c1ccc(-c2ccc(-c3cc(-c4ccccc4)nc(-c4ccc(-c5cccc(-c6nc7c(-c8ccccc8)cccc7c7c6ccc6ccccc67)c5)cc4)n3)cc2)cc1,-5.6675872782139995,-1.7385353908445,3.4502,2.4333,91.15579223632812
138729969,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cc(-c3cccc4ccccc34)c(N(c3ccc(-c4cccc5ccccc45)cc3)c3ccc4c5ccccc5c5ccccc5c4c3)cc21,-4.8400890588435,-1.15376272612,3.1491,2.5621,91.69588470458984
58669186,CC(C)(C)c1ccc2c(c1)c(N(c1ccc3c(c1)CCC3(C)C)c1ccc3c(c1)C(C)(C)CC3)cc1c3ccccc3c(N(c3ccc4c(c3)CCC4(C)C)c3ccc4c(c3)C(C)(C)CC4)cc21,-4.5717848022505,-1.2509073707485,2.8106,2.1607,91.19766235351562
140956559,c1ccc(-n2c3ccccc3c3cc4c(cc32)c2nccnc2c2ccc3c5ccccc5n(-c5ccccc5)c3c42)cc1,-5.122815349513,-1.6057438318005,2.9855,2.5167,93.83675384521484
129292685,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-c4cccc(-c5ncccn5)c4)cc(-c4cccc5ccccc45)c3)n2)cc1,-5.639831665463,-1.808468650423,3.3584,2.6348,90.19963836669922
156303397,CC1(C)c2ccccc2-c2ccc(-c3cc(-n4c5ccccc5c5cc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)ccc54)c4c5ccccc5c5ccccc5c4c3)cc21,-4.956825900708,-1.449822595464,3.0899,2.6024,91.63518524169922
153302522,CC1(C)c2ccccc2C2(c3ccccc3-c3ccc(-c4ccc(-c5nc(-c6ccc(-c7ccccc7)cc6)nc(-c6ccc(-c7ccccc7)cc6)n5)cc4)cc32)c2ccccc21,-5.5949328801305,-1.8930960579285003,3.3295,2.6104,91.4149398803711
139575007,c1ccc(-n2c3ccccc3c3ccc4c(c5ncccc5n4-c4cccc(-c5cccc(-n6c7ccccc7c7ccccc76)c5)c4)c32)cc1,-5.1209105525595,-1.258254444712,3.3988,2.9439,92.4632339477539
155114455,c1ccc(-c2nc3ccccc3nc2-n2c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3c3cc4ccccc4cc32)cc1,-4.932879881864,-2.0822151840260004,2.3553,2.1954,93.34944915771484
87411952,c1ccc(N(c2ccccc2)c2ccnc3c2ccc2c(-c4ccc5ccc6c7c(ccc4c57)cc4c6c5ccccc5n4-c4ccccc4)ccnc23)cc1,-5.084991524293501,-1.7831620623265,3.0168,1.9007,90.8421859741211
118546410,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-c3nc4ccccc4c4c5ccccc5c5ccccc5c34)n2)cc1,-5.632212477649,-1.7951350717485,3.2826,2.4115,91.3539581298828
146367875,c1ccc(-c2cc3c(cc2-c2nc(-c4ccccc4)c4c(n2)-c2ccccc2C4)-c2ccccc2C3(c2ccccc2)c2ccccc2)cc1,-5.538605313077,-1.5834304960595,3.473,2.8159,90.7752914428711
121431195,CC1(C)c2c(ccc3cc(N(c4ccccc4)c4ccccc4)ccc23)-c2c1c1ccc(N(c3ccccc3)c3ccccc3)cc1c1ccccc21,-4.627568141603,-1.325738679636,2.8943,2.0889,93.99793243408205
149344916,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(-n5c6ccccc6c6cc7c8ccccc8c8ccccc8c7cc65)cc4)c3cc21,-5.162543971686,-1.272948592639,3.4222,2.6426,93.0342254638672
129290260,c1ccc(-c2nc3ccccc3nc2-n2c3ccccc3c3cc4c(cc32)C(c2ccccc2)(c2ccccc2)c2ccc3ccccc3c2-4)cc1,-5.0822703857885,-2.103984292066,2.5034,2.3079,92.89469909667967
59412504,c1ccc(N(c2ccccc2)c2c3ccccc3c(-c3cccc4c3ccc3cc5ccccc5cc34)c3ccccc23)cc1,-4.942131752781,-1.791597591692,2.5739,1.6642,90.09584045410156
137455465,c1ccc(-c2ccc(-n3c4cccc5c6cccc7c6c6c(c54)c3ccc6n7-c3ccc(-c4ccccc4)cc3)cc2)cc1,-4.937777931173001,-1.02859035489,3.4015,2.6277,90.2446517944336
154028257,c1ccc(-c2cc(-c3ccccc3-c3ccccc3)nc(-c3ccc(C4(c5ccccc5)c5ccccc5-n5c6ccccc6c6cccc4c65)cc3)n2)cc1,-5.2542463393045,-1.56193350187,3.4152,2.9468,93.97760772705078
134528164,c1ccc(N(c2ccccc2)c2cccc3c2C2(c4ccccc4-c4cc5c6ccccc6c6ccccc6c5cc42)c2ccccc2-3)cc1,-5.014514037014,-1.1787972003659999,3.295,2.6492,92.96588134765624
139539154,C=Cc1ccc2cccc(-n3c4ccccc4c4cc(-c5ccc6c(c5)c5c7ccccc7ccc5n6-c5nc6c7c(cccc7n5)Oc5ccccc5-6)ccc43)c2c1C=C,-5.0267591602865,-2.0329625770855,2.6302,2.3872,91.05651092529295
88866638,c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5c(-c6cccc7c6c6ccccc6n7-c6cc7ccccc7c7ccccc67)cccc54)ccc32)cc1,-5.0528820899345,-1.274581275742,3.2758,2.707,93.08160400390624
89947410,c1ccc(-n2c3ccccc3c3ccc(-c4ccc5c6ccccc6n(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)c5c4)cc32)cc1,-5.3255401681355,-1.136891667389,3.6982,2.7912,93.3892593383789
70822940,Cc1ccc(-c2cc3cc4c(cc3n2-c2cccc3ccccc23)CC(c2ccc(C)cc2)N4c2cccc3ccccc23)cc1,-4.5304234969745,-1.215804684034,2.8094,2.4864,93.53658294677734
59195531,Cc1ccc2c(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c3ccccc3c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c2c1,-5.1160125032505,-1.8198974321439998,2.7655,1.7186,93.54059600830078
